Card ID,Card Name,Expansion,Collection Number,Category,Pokemon Stage,Previous Stage,HP,Energy Type,Trainer Type,Rule,Weakness,Resistance,Retreat Cost,Move 1 Name,Move 1 Energy Cost,Move 1 Damage,Move 1 Effect,Move 2 Name,Move 2 Energy Cost,Move 2 Damage,Move 2 Effect,Ability Name,Ability Effect,Explanation / Synergy Tag
TRNR-10378,Arven,Paldea Evolved,026/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Search your deck for an Item card and a Pokemon Tool card, reveal them, and put them into your hand.",Trainer card: Supporter (search_item_tool)
TRNR-10379,Arven,Paldean Fates,011/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Search your deck for an Item card and a Pokemon Tool card, reveal them, and put them into your hand.",Trainer card: Supporter (search_item_tool)
TRNR-10380,Arven,Stellar Crown,093/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Search your deck for an Item card and a Pokemon Tool card, reveal them, and put them into your hand.",Trainer card: Supporter (search_item_tool)
TRNR-10381,Arven,Lost Origin,081/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Search your deck for an Item card and a Pokemon Tool card, reveal them, and put them into your hand.",Trainer card: Supporter (search_item_tool)
TRNR-10382,Arven,Darkness Ablaze,190/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Search your deck for an Item card and a Pokemon Tool card, reveal them, and put them into your hand.",Trainer card: Supporter (search_item_tool)
TRNR-10383,Colress's Experiment,Pokemon 151,195/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Look at top 5 cards of deck. Put 3 into hand, 2 into Lost Zone.",Trainer card: Supporter (lost_zone_draw)
TRNR-10384,Colress's Experiment,Paldea Evolved,003/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Look at top 5 cards of deck. Put 3 into hand, 2 into Lost Zone.",Trainer card: Supporter (lost_zone_draw)
TRNR-10385,Colress's Experiment,Paradox Rift,170/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Look at top 5 cards of deck. Put 3 into hand, 2 into Lost Zone.",Trainer card: Supporter (lost_zone_draw)
TRNR-10386,Colress's Experiment,Astral Radiance,044/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Look at top 5 cards of deck. Put 3 into hand, 2 into Lost Zone.",Trainer card: Supporter (lost_zone_draw)
TRNR-10387,Colress's Experiment,Surging Sparks,092/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Look at top 5 cards of deck. Put 3 into hand, 2 into Lost Zone.",Trainer card: Supporter (lost_zone_draw)
TRNR-10388,Colress's Experiment,Vivid Voltage,160/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Look at top 5 cards of deck. Put 3 into hand, 2 into Lost Zone.",Trainer card: Supporter (lost_zone_draw)
TRNR-10389,Irida,Crown Zenith,024/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search deck for a Water Pokemon and an Item card.,Trainer card: Supporter (search_water_item)
TRNR-10390,Irida,Sword & Shield Base,088/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search deck for a Water Pokemon and an Item card.,Trainer card: Supporter (search_water_item)
TRNR-10391,Irida,Paldean Fates,030/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search deck for a Water Pokemon and an Item card.,Trainer card: Supporter (search_water_item)
TRNR-10392,Irida,Rebel Clash,103/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search deck for a Water Pokemon and an Item card.,Trainer card: Supporter (search_water_item)
TRNR-10393,Irida,Vivid Voltage,070/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search deck for a Water Pokemon and an Item card.,Trainer card: Supporter (search_water_item)
TRNR-10394,Irida,Rebel Clash,177/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search deck for a Water Pokemon and an Item card.,Trainer card: Supporter (search_water_item)
TRNR-10395,Irida,Battle Styles,108/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search deck for a Water Pokemon and an Item card.,Trainer card: Supporter (search_water_item)
TRNR-10396,Irida,Astral Radiance,043/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search deck for a Water Pokemon and an Item card.,Trainer card: Supporter (search_water_item)
TRNR-10397,Gardenia's Vigor,Paradox Rift,179/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Draw 2 cards, then attach up to 2 Grass Energy from hand to 1 Benched Pokemon.",Trainer card: Supporter (energy_accel_draw)
TRNR-10398,Gardenia's Vigor,Crown Zenith,016/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Draw 2 cards, then attach up to 2 Grass Energy from hand to 1 Benched Pokemon.",Trainer card: Supporter (energy_accel_draw)
TRNR-10399,Gardenia's Vigor,Paldean Fates,027/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Draw 2 cards, then attach up to 2 Grass Energy from hand to 1 Benched Pokemon.",Trainer card: Supporter (energy_accel_draw)
TRNR-10400,Gardenia's Vigor,Darkness Ablaze,152/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Draw 2 cards, then attach up to 2 Grass Energy from hand to 1 Benched Pokemon.",Trainer card: Supporter (energy_accel_draw)
TRNR-10401,Gardenia's Vigor,Battle Styles,146/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Draw 2 cards, then attach up to 2 Grass Energy from hand to 1 Benched Pokemon.",Trainer card: Supporter (energy_accel_draw)
TRNR-10402,Gardenia's Vigor,Lost Origin,113/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Draw 2 cards, then attach up to 2 Grass Energy from hand to 1 Benched Pokemon.",Trainer card: Supporter (energy_accel_draw)
TRNR-10403,Melony,Brilliant Stars,098/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Attach a Water Energy from discard to 1 Pokemon V, then draw 3 cards.",Trainer card: Supporter (energy_accel_draw)
TRNR-10404,Melony,Sword & Shield Base,157/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Attach a Water Energy from discard to 1 Pokemon V, then draw 3 cards.",Trainer card: Supporter (energy_accel_draw)
TRNR-10405,Melony,Scarlet & Violet Base,176/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Attach a Water Energy from discard to 1 Pokemon V, then draw 3 cards.",Trainer card: Supporter (energy_accel_draw)
TRNR-10406,Melony,Crown Zenith,034/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Attach a Water Energy from discard to 1 Pokemon V, then draw 3 cards.",Trainer card: Supporter (energy_accel_draw)
TRNR-10407,Melony,Battle Styles,125/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Attach a Water Energy from discard to 1 Pokemon V, then draw 3 cards.",Trainer card: Supporter (energy_accel_draw)
TRNR-10408,Melony,Pokemon 151,106/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Attach a Water Energy from discard to 1 Pokemon V, then draw 3 cards.",Trainer card: Supporter (energy_accel_draw)
TRNR-10409,Melony,Vivid Voltage,012/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Attach a Water Energy from discard to 1 Pokemon V, then draw 3 cards.",Trainer card: Supporter (energy_accel_draw)
TRNR-10410,Raihan,Shrouded Fable,168/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Can be played only if your Pokemon was Knocked Out last turn. Attach 1 basic Energy from discard to 1 Pokemon, then search deck for any 1 card.",Trainer card: Supporter (comeback_search)
TRNR-10411,Raihan,Surging Sparks,004/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Can be played only if your Pokemon was Knocked Out last turn. Attach 1 basic Energy from discard to 1 Pokemon, then search deck for any 1 card.",Trainer card: Supporter (comeback_search)
TRNR-10412,Raihan,Silver Tempest,174/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Can be played only if your Pokemon was Knocked Out last turn. Attach 1 basic Energy from discard to 1 Pokemon, then search deck for any 1 card.",Trainer card: Supporter (comeback_search)
TRNR-10413,Raihan,Chilling Reign,197/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Can be played only if your Pokemon was Knocked Out last turn. Attach 1 basic Energy from discard to 1 Pokemon, then search deck for any 1 card.",Trainer card: Supporter (comeback_search)
TRNR-10414,Raihan,Crown Zenith,148/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Can be played only if your Pokemon was Knocked Out last turn. Attach 1 basic Energy from discard to 1 Pokemon, then search deck for any 1 card.",Trainer card: Supporter (comeback_search)
TRNR-10415,Raihan,Crown Zenith,145/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Can be played only if your Pokemon was Knocked Out last turn. Attach 1 basic Energy from discard to 1 Pokemon, then search deck for any 1 card.",Trainer card: Supporter (comeback_search)
TRNR-10416,Kieran,Lost Origin,087/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Choose 1: Switch Active with Bench; or this turn attacks do 30 more damage to Active ex/V.,Trainer card: Supporter (damage_buff_switch)
TRNR-10417,Kieran,Chilling Reign,134/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Choose 1: Switch Active with Bench; or this turn attacks do 30 more damage to Active ex/V.,Trainer card: Supporter (damage_buff_switch)
TRNR-10418,Kieran,Silver Tempest,180/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Choose 1: Switch Active with Bench; or this turn attacks do 30 more damage to Active ex/V.,Trainer card: Supporter (damage_buff_switch)
TRNR-10419,Kieran,Brilliant Stars,025/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Choose 1: Switch Active with Bench; or this turn attacks do 30 more damage to Active ex/V.,Trainer card: Supporter (damage_buff_switch)
TRNR-10420,Kieran,Darkness Ablaze,170/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Choose 1: Switch Active with Bench; or this turn attacks do 30 more damage to Active ex/V.,Trainer card: Supporter (damage_buff_switch)
TRNR-10421,Kieran,Crown Zenith,064/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Choose 1: Switch Active with Bench; or this turn attacks do 30 more damage to Active ex/V.,Trainer card: Supporter (damage_buff_switch)
TRNR-10422,Kieran,Battle Styles,089/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Choose 1: Switch Active with Bench; or this turn attacks do 30 more damage to Active ex/V.,Trainer card: Supporter (damage_buff_switch)
TRNR-10423,Penny,Lost Origin,165/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
TRNR-10424,Penny,Rebel Clash,039/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
TRNR-10425,Penny,Evolving Skies,157/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
TRNR-10426,Penny,Paldea Evolved,003/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
TRNR-10427,Penny,Astral Radiance,041/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
TRNR-10428,Penny,Chilling Reign,121/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
TRNR-10429,Penny,Battle Styles,043/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
TRNR-10430,Penny,Obsidian Flames,193/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
TRNR-10431,Penny,Battle Styles,083/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
TRNR-10432,Penny,Twilight Masquerade,085/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
TRNR-10433,Penny,Shrouded Fable,013/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Basic Pokemon and all cards attached to it into your hand.,Trainer card: Supporter (scoop_up)
TRNR-10434,Clavell,Twilight Masquerade,141/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search your deck for up to 3 Basic Pokemon with 120 HP or less and put them into your hand.,Trainer card: Supporter (search_basics)
TRNR-10435,Clavell,Astral Radiance,097/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search your deck for up to 3 Basic Pokemon with 120 HP or less and put them into your hand.,Trainer card: Supporter (search_basics)
TRNR-10436,Clavell,Rebel Clash,061/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search your deck for up to 3 Basic Pokemon with 120 HP or less and put them into your hand.,Trainer card: Supporter (search_basics)
TRNR-10437,Clavell,Obsidian Flames,118/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search your deck for up to 3 Basic Pokemon with 120 HP or less and put them into your hand.,Trainer card: Supporter (search_basics)
TRNR-10438,Clavell,Vivid Voltage,147/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search your deck for up to 3 Basic Pokemon with 120 HP or less and put them into your hand.,Trainer card: Supporter (search_basics)
TRNR-10439,Clavell,Vivid Voltage,023/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search your deck for up to 3 Basic Pokemon with 120 HP or less and put them into your hand.,Trainer card: Supporter (search_basics)
TRNR-10440,Clavell,Battle Styles,115/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search your deck for up to 3 Basic Pokemon with 120 HP or less and put them into your hand.,Trainer card: Supporter (search_basics)
TRNR-10441,Clavell,Surging Sparks,031/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search your deck for up to 3 Basic Pokemon with 120 HP or less and put them into your hand.,Trainer card: Supporter (search_basics)
TRNR-10442,Clavell,Battle Styles,191/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search your deck for up to 3 Basic Pokemon with 120 HP or less and put them into your hand.,Trainer card: Supporter (search_basics)
TRNR-10443,Clavell,Astral Radiance,005/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Search your deck for up to 3 Basic Pokemon with 120 HP or less and put them into your hand.,Trainer card: Supporter (search_basics)
TRNR-10444,Judge,Rebel Clash,106/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Each player shuffles their hand into their deck and draws 4 cards.,Trainer card: Supporter (disruption_draw)
TRNR-10445,Judge,Paldea Evolved,143/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Each player shuffles their hand into their deck and draws 4 cards.,Trainer card: Supporter (disruption_draw)
TRNR-10446,Judge,Evolving Skies,001/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Each player shuffles their hand into their deck and draws 4 cards.,Trainer card: Supporter (disruption_draw)
TRNR-10447,Judge,Obsidian Flames,155/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Each player shuffles their hand into their deck and draws 4 cards.,Trainer card: Supporter (disruption_draw)
TRNR-10448,Judge,Brilliant Stars,164/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Each player shuffles their hand into their deck and draws 4 cards.,Trainer card: Supporter (disruption_draw)
TRNR-10449,Judge,Stellar Crown,131/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Each player shuffles their hand into their deck and draws 4 cards.,Trainer card: Supporter (disruption_draw)
TRNR-10450,Roseanne's Backup,Temporal Forces,168/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Shuffle 1 Pokemon, 1 Tool, 1 Stadium, 1 Energy from discard into deck.",Trainer card: Supporter (recovery)
TRNR-10451,Roseanne's Backup,Lost Origin,117/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Shuffle 1 Pokemon, 1 Tool, 1 Stadium, 1 Energy from discard into deck.",Trainer card: Supporter (recovery)
TRNR-10452,Roseanne's Backup,Surging Sparks,094/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Shuffle 1 Pokemon, 1 Tool, 1 Stadium, 1 Energy from discard into deck.",Trainer card: Supporter (recovery)
TRNR-10453,Roseanne's Backup,Paldea Evolved,058/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Shuffle 1 Pokemon, 1 Tool, 1 Stadium, 1 Energy from discard into deck.",Trainer card: Supporter (recovery)
TRNR-10454,Roseanne's Backup,Vivid Voltage,085/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Shuffle 1 Pokemon, 1 Tool, 1 Stadium, 1 Energy from discard into deck.",Trainer card: Supporter (recovery)
TRNR-10455,Roseanne's Backup,Evolving Skies,197/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Shuffle 1 Pokemon, 1 Tool, 1 Stadium, 1 Energy from discard into deck.",Trainer card: Supporter (recovery)
TRNR-10456,Roseanne's Backup,Brilliant Stars,154/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Shuffle 1 Pokemon, 1 Tool, 1 Stadium, 1 Energy from discard into deck.",Trainer card: Supporter (recovery)
TRNR-10457,Roseanne's Backup,Battle Styles,184/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Shuffle 1 Pokemon, 1 Tool, 1 Stadium, 1 Energy from discard into deck.",Trainer card: Supporter (recovery)
TRNR-10458,Roseanne's Backup,Lost Origin,094/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Shuffle 1 Pokemon, 1 Tool, 1 Stadium, 1 Energy from discard into deck.",Trainer card: Supporter (recovery)
TRNR-10459,Roseanne's Backup,Silver Tempest,116/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Shuffle 1 Pokemon, 1 Tool, 1 Stadium, 1 Energy from discard into deck.",Trainer card: Supporter (recovery)
TRNR-10460,Professor Sada's Vitality,Pokemon 151,195/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Choose up to 2 Ancient Pokemon, attach Basic Energy from discard to each, and draw 3 cards.",Trainer card: Supporter (ancient_accel)
TRNR-10461,Professor Sada's Vitality,Lost Origin,057/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Choose up to 2 Ancient Pokemon, attach Basic Energy from discard to each, and draw 3 cards.",Trainer card: Supporter (ancient_accel)
TRNR-10462,Professor Sada's Vitality,Scarlet & Violet Base,088/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Choose up to 2 Ancient Pokemon, attach Basic Energy from discard to each, and draw 3 cards.",Trainer card: Supporter (ancient_accel)
TRNR-10463,Professor Sada's Vitality,Sword & Shield Base,163/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Choose up to 2 Ancient Pokemon, attach Basic Energy from discard to each, and draw 3 cards.",Trainer card: Supporter (ancient_accel)
TRNR-10464,Professor Sada's Vitality,Stellar Crown,141/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Choose up to 2 Ancient Pokemon, attach Basic Energy from discard to each, and draw 3 cards.",Trainer card: Supporter (ancient_accel)
TRNR-10465,Professor Sada's Vitality,Chilling Reign,096/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"Choose up to 2 Ancient Pokemon, attach Basic Energy from discard to each, and draw 3 cards.",Trainer card: Supporter (ancient_accel)
TRNR-10466,Professor Turo's Scenario,Pokemon 151,012/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Future Pokemon into your hand. Discard all attached cards.,Trainer card: Supporter (future_scoop)
TRNR-10467,Professor Turo's Scenario,Paldean Fates,127/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Future Pokemon into your hand. Discard all attached cards.,Trainer card: Supporter (future_scoop)
TRNR-10468,Professor Turo's Scenario,Paradox Rift,184/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Future Pokemon into your hand. Discard all attached cards.,Trainer card: Supporter (future_scoop)
TRNR-10469,Professor Turo's Scenario,Crown Zenith,185/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Future Pokemon into your hand. Discard all attached cards.,Trainer card: Supporter (future_scoop)
TRNR-10470,Professor Turo's Scenario,Darkness Ablaze,028/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Future Pokemon into your hand. Discard all attached cards.,Trainer card: Supporter (future_scoop)
TRNR-10471,Professor Turo's Scenario,Shrouded Fable,157/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Future Pokemon into your hand. Discard all attached cards.,Trainer card: Supporter (future_scoop)
TRNR-10472,Professor Turo's Scenario,Temporal Forces,049/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Future Pokemon into your hand. Discard all attached cards.,Trainer card: Supporter (future_scoop)
TRNR-10473,Professor Turo's Scenario,Pokemon 151,101/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Future Pokemon into your hand. Discard all attached cards.,Trainer card: Supporter (future_scoop)
TRNR-10474,Professor Turo's Scenario,Temporal Forces,118/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Future Pokemon into your hand. Discard all attached cards.,Trainer card: Supporter (future_scoop)
TRNR-10475,Professor Turo's Scenario,Temporal Forces,184/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Future Pokemon into your hand. Discard all attached cards.,Trainer card: Supporter (future_scoop)
TRNR-10476,Professor Turo's Scenario,Surging Sparks,028/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,Put 1 of your Future Pokemon into your hand. Discard all attached cards.,Trainer card: Supporter (future_scoop)
TRNR-10477,Briar,Darkness Ablaze,012/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"If opponent has 2 prize cards left, taking KO with Tera Pokemon takes 1 more prize.",Trainer card: Supporter (prize_modifier)
TRNR-10478,Briar,Astral Radiance,173/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"If opponent has 2 prize cards left, taking KO with Tera Pokemon takes 1 more prize.",Trainer card: Supporter (prize_modifier)
TRNR-10479,Briar,Fusion Strike,032/198,Trainer,,,,,Supporter,,,,,,,,,,,,,,"If opponent has 2 prize cards left, taking KO with Tera Pokemon takes 1 more prize.",Trainer card: Supporter (prize_modifier)
